"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 07, 2019","5,890.99","5,888.84","5,894.87","5,871.18","105.69M","0.41%"
"Nov 06, 2019","5,866.74","5,847.61","5,876.27","5,838.40","86.95M","0.34%"
"Nov 05, 2019","5,846.89","5,825.60","5,850.01","5,818.94","78.41M","0.39%"
"Nov 04, 2019","5,824.30","5,788.36","5,833.69","5,784.85","86.43M","1.08%"
"Nov 01, 2019","5,761.89","5,749.48","5,778.29","5,739.70","65.87M","0.56%"
"Oct 31, 2019","5,729.86","5,770.26","5,778.24","5,718.63","112.06M","-0.62%"
"Oct 30, 2019","5,765.87","5,749.69","5,765.87","5,720.27","90.96M","0.45%"
"Oct 29, 2019","5,740.14","5,728.10","5,742.08","5,715.26","74.57M","0.17%"
"Oct 28, 2019","5,730.57","5,720.73","5,747.10","5,711.10","69.81M","0.15%"
"Oct 25, 2019","5,722.15","5,694.90","5,722.64","5,671.82","71.71M","0.67%"
"Oct 24, 2019","5,684.33","5,678.26","5,691.50","5,659.95","83.63M","0.55%"
"Oct 23, 2019","5,653.44","5,617.30","5,657.65","5,616.02","75.28M","-0.08%"
"Oct 22, 2019","5,657.69","5,644.98","5,658.65","5,612.86","67.30M","0.17%"
"Oct 21, 2019","5,648.35","5,633.04","5,664.58","5,625.10","77.64M","0.21%"
"Oct 18, 2019","5,636.25","5,653.08","5,667.59","5,621.87","95.32M","-0.65%"
"Oct 17, 2019","5,673.07","5,679.92","5,737.15","5,673.07","88.70M","-0.42%"
"Oct 16, 2019","5,696.90","5,703.39","5,708.91","5,677.96","83.93M","-0.09%"
"Oct 15, 2019","5,702.05","5,676.74","5,724.31","5,659.69","88.01M","1.04%"
"Oct 14, 2019","5,643.08","5,646.33","5,649.67","5,600.11","65.36M","-0.40%"
"Oct 11, 2019","5,665.48","5,576.95","5,667.40","5,574.26","115.45M","1.73%"
"Oct 10, 2019","5,569.05","5,520.98","5,581.07","5,487.17","87.26M","1.27%"
"Oct 09, 2019","5,499.14","5,458.16","5,515.64","5,447.01","69.27M","0.78%"
"Oct 08, 2019","5,456.62","5,526.01","5,531.29","5,451.72","72.69M","-1.18%"
"Oct 07, 2019","5,521.61","5,476.77","5,524.19","5,461.59","60.95M","0.61%"
"Oct 04, 2019","5,488.32","5,456.83","5,488.32","5,426.00","76.20M","0.91%"
"Oct 03, 2019","5,438.77","5,432.01","5,472.62","5,393.49","83.77M","0.30%"
"Oct 02, 2019","5,422.77","5,587.14","5,589.20","5,422.77","104.45M","-3.12%"
"Oct 01, 2019","5,597.63","5,696.20","5,704.93","5,594.93","75.96M","-1.41%"
"Sep 30, 2019","5,677.79","5,636.15","5,678.20","5,624.94","77.13M","0.66%"
"Sep 27, 2019","5,640.58","5,627.44","5,645.36","5,621.58","69.25M","0.36%"
"Sep 26, 2019","5,620.57","5,573.63","5,632.15","5,572.41","71.04M","0.66%"
"Sep 25, 2019","5,583.80","5,598.50","5,600.76","5,531.62","80.84M","-0.79%"
"Sep 24, 2019","5,628.33","5,644.46","5,648.46","5,625.24","67.26M","-0.04%"
"Sep 23, 2019","5,630.76","5,679.31","5,683.93","5,619.29","81.63M","-1.05%"
"Sep 20, 2019","5,690.78","5,655.37","5,696.25","5,647.53","188.62M","0.56%"
"Sep 19, 2019","5,659.08","5,617.70","5,662.86","5,616.91","78.68M","0.68%"
"Sep 18, 2019","5,620.65","5,609.92","5,634.79","5,601.65","68.99M","0.09%"
"Sep 17, 2019","5,615.51","5,602.96","5,619.45","5,587.74","82.37M","0.24%"
"Sep 16, 2019","5,602.23","5,626.61","5,632.74","5,602.23","76.13M","-0.94%"
"Sep 13, 2019","5,655.46","5,649.23","5,672.07","5,638.17","85.60M","0.22%"
"Sep 12, 2019","5,642.86","5,633.95","5,667.46","5,596.37","110.36M","0.44%"
"Sep 11, 2019","5,618.06","5,606.43","5,626.05","5,606.43","92.10M","0.44%"
"Sep 10, 2019","5,593.21","5,586.88","5,596.94","5,555.51","106.34M","0.08%"
"Sep 09, 2019","5,588.95","5,606.36","5,611.59","5,579.93","73.88M","-0.27%"
"Sep 06, 2019","5,603.99","5,592.07","5,610.70","5,581.54","71.14M","0.19%"
"Sep 05, 2019","5,593.37","5,569.59","5,605.88","5,559.82","84.38M","1.11%"
"Sep 04, 2019","5,532.07","5,518.92","5,537.10","5,508.50","60.94M","1.21%"
"Sep 03, 2019","5,466.07","5,484.36","5,484.54","5,441.18","57.45M","-0.49%"
"Sep 02, 2019","5,493.04","5,483.43","5,502.58","5,479.82","42.35M","0.23%"
"Aug 30, 2019","5,480.48","5,451.60","5,504.01","5,446.58","78.42M","0.56%"
"Aug 29, 2019","5,449.97","5,359.00","5,452.90","5,354.55","69.42M","1.51%"
"Aug 28, 2019","5,368.80","5,372.08","5,375.04","5,322.99","62.43M","-0.34%"
"Aug 27, 2019","5,387.09","5,349.85","5,399.18","5,321.88","70.02M","0.67%"
"Aug 26, 2019","5,351.02","5,310.16","5,377.02","5,300.99","49.09M","0.45%"
"Aug 23, 2019","5,326.87","5,413.41","5,421.28","5,326.87","70.29M","-1.14%"
"Aug 22, 2019","5,388.25","5,414.81","5,439.64","5,378.25","70.43M","-0.87%"
"Aug 21, 2019","5,435.48","5,360.03","5,441.35","5,360.03","57.21M","1.70%"
"Aug 20, 2019","5,344.64","5,363.59","5,391.23","5,328.94","65.79M","-0.50%"
"Aug 19, 2019","5,371.56","5,333.13","5,378.74","5,325.72","71.54M","1.34%"
"Aug 16, 2019","5,300.79","5,254.62","5,306.07","5,249.33","99.10M","1.22%"
"Aug 15, 2019","5,236.93","5,274.90","5,278.07","5,170.77","88.56M","-0.27%"
"Aug 14, 2019","5,251.30","5,367.54","5,367.54","5,233.86","97.17M","-2.08%"
"Aug 13, 2019","5,363.07","5,292.94","5,402.99","5,268.47","99.39M","0.99%"
"Aug 12, 2019","5,310.31","5,362.39","5,386.46","5,293.76","60.27M","-0.33%"
"Aug 09, 2019","5,327.92","5,368.84","5,374.90","5,317.91","73.30M","-1.11%"
"Aug 08, 2019","5,387.96","5,333.18","5,387.96","5,305.86","81.70M","2.31%"
"Aug 07, 2019","5,266.51","5,252.73","5,312.31","5,226.39","92.20M","0.61%"
"Aug 06, 2019","5,234.65","5,245.52","5,297.45","5,234.65","90.98M","-0.13%"
"Aug 05, 2019","5,241.55","5,296.08","5,315.60","5,230.46","108.78M","-2.19%"
"Aug 02, 2019","5,359.00","5,427.55","5,455.13","5,350.76","135.04M","-3.57%"
